UT,TIME,ALTITUDE,APOAPSIS,PERIAPSIS,INCLINATION,S VELOCITY,O VELOCITY,THRUST,MASS,IDEAL PITCH,PITCH,GRAVITY,STAGE,S1 FUEL,S1 OX,S2 FUEL,S2 OX
3006961.716404,420.17464388907,99842.46143681,99984.3168407897,99402.962932818,0.114496060255131,2042.10846264999,2246.16172903004,90,2.72717785835266,0,0.0541296730301752,7.21059182871258,3,97.8%,97.8%,39.2%,39.2%
3006961.776404,420.234643889125,99842.5059524123,99992.1758453945,99426.0101307823,0.114496102605075,2042.12482459722,2246.17809962664,90,2.72716498374939,0,0.0541579534660883,7.21059121718491,3,97.8%,97.8%,39.2%,39.2%
3006961.816404,420.274643889163,99842.5356275607,99997.6491003899,99440.6874619656,0.114496143396539,2042.14089821565,2246.19418189385,90,2.72715210914612,0,0.0542044059439348,7.21059029995356,3,97.8%,97.8%,39.2%,39.2%
3006961.876404,420.3146438892,99842.5801375741,100006.226025136,99461.7215934453,0.114496203780608,2042.16451399892,2246.21781064929,90,2.72713327407837,0,0.0542150935021937,7.21058968850156,3,97.8%,97.8%,39.2%,39.2%
3006961.916404,420.374643889256,99842.6098093494,100012.198389444,99475.1170937713,0.114496242753404,2042.17995786721,2246.23326316508,90,2.72712087631226,0,0.0542092171747299,7.21058907707554,3,97.8%,97.8%,39.2%,39.2%
3006961.956404,420.414643889293,99842.6394800879,100018.382474592,99488.0321033059,0.114496300411903,2042.2027243701,2246.25604263844,90,2.72710275650024,0,0.0542094384446443,7.21058815997494,3,97.8%,97.8%,39.2%,39.2%
3006962.016404,420.474643889349,99842.6839847191,100028.071354045,99506.5412656571,0.114496336612302,2042.21766417841,2246.27099109328,90,2.72709083557129,0,0.0542182009375409,7.21058754859465,3,97.8%,97.8%,39.2%,39.2%
3006962.056404,420.514643889386,99842.7136535828,100034.816811047,99518.3294591325,0.114496373774221,2042.23243662647,2246.28577218755,90,2.72707891464233,0,0.0541926145702689,7.21058663154994,3,97.8%,97.8%,39.2%,39.2%
3006962.116404,420.554643889423,99842.7581559556,100045.38384569,99535.2246899905,0.114496427284417,2042.25432292899,2246.30767145888,90,2.72706151008606,0,0.0541702659458707,7.21058602019942,3,97.8%,97.8%,39.2%,39.2%
3006962.156404,420.614643889479,99842.7878237827,100052.739644335,99545.9855985139,0.114496462593647,2042.26875952838,2246.32211670387,90,2.72704982757568,0,0.0541599583360437,7.21058540885522,3,97.8%,97.8%,39.2%,39.2%
3006962.196404,420.654643889517,99842.8174914896,100060.354442578,99556.3616978269,0.114496515359896,2042.29022973778,2246.34359988137,90,2.72703266143799,0,0.0541350771440108,7.21058449184233,3,97.8%,97.8%,39.2%,39.2%
3006962.256404,420.714643889572,99842.8619932121,100072.281211715,99571.2344602732,0.114496551223606,2042.30444663928,2246.35782542813,90,2.72702121734619,0,0.0541260893955382,7.21058388049791,3,97.8%,97.8%,39.2%,39.2%
3006962.296404,420.75464388961,99842.8916611769,100080.582319454,99580.7083788952,0.114496585448743,2042.31860741107,2246.37199484512,90,2.72701001167297,0,0.0540905198666337,7.210582963475,3,97.8%,97.8%,39.2%,39.2%
3006962.356404,420.794643889647,99842.936163822,100093.582941478,99594.28951285,0.114496637244962,2042.33978289395,2246.39318329576,90,2.72699284553528,0,0.0540575733856201,7.21058235211676,3,97.8%,97.8%,39.2%,39.2%
3006962.396404,420.854643889703,99842.9658329444,100102.630587499,99602.9416537409,0.114496670674565,2042.35388216008,2246.40729120713,90,2.72698163986206,0,0.0540114730691812,7.21058174074634,3,97.8%,97.8%,39.2%,39.2%
3006962.436404,420.89464388974,99842.9955030852,100111.994768208,99611.2862257923,0.114496704490955,2042.36793555623,2246.42135757156,90,2.72697591781616,0,0.0542675680661802,7.21058082364124,3,97.8%,97.8%,39.2%,39.2%
3006962.496404,420.954643889796,99843.0400130163,100111.992627187,99611.2859361329,0.114496703879998,2042.36783039652,2246.4212610578,90,2.72697591781616,0,0.0551511804891476,7.21058021217089,3,97.8%,97.8%,39.2%,39.2%
3006962.536404,420.994643889833,99843.069689883,100111.991170811,99611.2858181642,0.114496704086809,2042.36772525007,2246.42116455737,90,2.72697591781616,0,0.0577315503008862,7.21057929485571,3,97.8%,97.8%,39.2%,39.2%
3006962.596404,421.03464388987,99843.1142100834,100111.989119552,99611.2854760393,0.114496703706174,2042.36756750366,2246.42101978008,90,2.72697591781616,0,0.0601911492577614,7.21057868324572,3,97.8%,97.8%,39.2%,39.2%
3006962.636404,421.094643889926,99843.1438930404,100111.987913281,99611.2851592867,0.114496704540075,2042.36746239663,2246.42092331919,90,2.72697591781616,0,0.0631443130700831,7.21057807159069,3,97.8%,97.8%,39.2%,39.2%
3006962.676404,421.134643889964,99843.1735778202,100111.986723319,99611.284647976,0.114496703861902,2042.36730443975,2246.42077833165,90,2.72697591781616,0,0.0683178806114881,7.21057715403932,3,97.8%,97.8%,39.2%,39.2%
3006962.736404,421.19464389002,99843.2181077859,100111.985143242,99611.2837253786,0.114496704844757,2042.36719930708,2246.42068184527,90,2.72697591781616,0,0.0721348093114358,7.21057654230191,3,97.8%,97.8%,39.2%,39.2%
3006962.776404,421.234643890057,99843.2477958617,100111.984198768,99611.2830122599,0.114496704272524,2042.36709408887,2246.42058527344,90,2.72697591781616,0,0.0782060839388521,7.21057562465521,3,97.8%,97.8%,39.2%,39.2%
3006962.836404,421.274643890094,99843.2923291579,100111.982980348,99611.2816214131,0.114496704270015,2042.36693616116,2246.42044031542,90,2.72697591781616,0,0.0823329929711036,7.21057501287708,3,97.8%,97.8%,39.2%,39.2%
3006962.876404,421.33464389015,99843.3220183663,100111.98217429,99611.2806169937,0.114496704037105,2042.36683081782,2246.42034361864,90,2.72697591781616,0,0.0864779309236638,7.21057440109369,3,97.8%,97.8%,39.2%,39.2%
3006962.916404,421.374643890187,99843.3517078969,100111.981436807,99611.2796663018,0.114496704781424,2042.36667303999,2246.42019881081,90,2.72697591781616,0,0.0926553524725477,7.21057348340565,3,97.8%,97.8%,39.2%,39.2%
3006962.976404,421.434643890243,99843.3962427803,100111.980312999,99611.2781967272,0.114496704070686,2042.36656765121,2246.42010206881,90,2.72697591781616,0,0.0967891583358238,7.21057287160685,3,97.8%,97.8%,39.2%,39.2%
3006963.016404,421.47464389028,99843.4259330481,100111.979557557,99611.2772358101,0.114496704080357,2042.36646237976,2246.42000544421,90,2.72697591781616,0,0.102976973938283,7.21057195389804,3,97.8%,97.8%,39.2%,39.2%
3006963.076404,421.514643890318,99843.470468734,100111.978527689,99611.2756644461,0.11449670404396,2042.36630444907,2246.41986048398,90,2.72697591781616,0,0.107043572120261,7.21057134208877,3,97.8%,97.8%,39.2%,39.2%
3006963.116404,421.574643890373,99843.5001592324,100111.977819608,99611.2745576085,0.114496703983348,2042.36619909573,2246.41976377773,90,2.72697591781616,0,0.111016197040499,7.21057073027927,3,97.8%,97.8%,39.2%,39.2%
3006963.156404,421.614643890411,99843.5298495648,100111.977230816,99611.2734771842,0.114496703924093,2042.36604119954,2246.41961885232,90,2.72697591781616,0,0.116779705676336,7.21056981257011,3,97.8%,97.8%,39.2%,39.2%
3006963.21640401,421.674643890467,99843.5743848686,100111.976242856,99611.2717467061,0.114496704076832,2042.36593582787,2246.41952212795,90,2.72697591781616,0,0.120484135243302,7.21056920076842,3,97.8%,97.8%,39.2%,39.2%
3006963.25640401,421.714643890504,99843.6040747897,100111.975645172,99611.270638959,0.114496704736205,2042.36583055857,2246.41942550605,90,2.72697591781616,0,0.125798746392832,7.21056828307348,3,97.8%,97.8%,39.2%,39.2%
3006963.31640401,421.754643890541,99843.6486093377,100111.974698619,99611.2689018942,0.114496704284305,2042.36567255193,2246.41928047068,90,2.72697591781616,0,0.12917706862612,7.2105676712821,3,97.8%,97.8%,39.2%,39.2%
3006963.35640401,421.814643890597,99843.6782987178,100111.974073113,99611.2677439465,0.114496703790063,2042.36556721735,2246.41918378372,90,2.72697591781616,0,0.132405166626043,7.21056705949611,3,97.8%,97.8%,39.2%,39.2%
3006963.39640401,421.854643890634,99843.7079879326,100111.973519675,99611.2666509445,0.114496704151551,2042.36540931033,2246.4190388483,90,2.72697591781616,0,0.137019667205067,7.21056614182434,3,97.8%,97.8%,39.2%,39.2%
3006963.45640401,421.91464389069,99843.7525213137,100111.972560586,99611.2649046381,0.114496704456109,2042.36530396166,2246.41894214749,90,2.72697591781616,0,0.139917538012554,7.21056553004907,3,97.8%,97.8%,39.2%,39.2%
3006963.49640401,421.954643890727,99843.782209989,100111.971920758,99611.2637518722,0.114496703743279,2042.36519861592,2246.4188454497,90,2.72697591781616,0,0.144028639843967,7.21056461239491,3,97.8%,97.8%,39.2%,39.2%
3006963.55640401,421.994643890765,99843.8267425513,100111.971013431,99611.2620598294,0.114496704163889,2042.36504066714,2246.418700473,90,2.72697591781616,0,0.14660419262367,7.21056400063051,3,97.8%,97.8%,39.2%,39.2%
3006963.59640401,422.05464389082,99843.8564307217,100111.970372597,99611.2609324488,0.114496704753844,2042.36493533813,2246.41860379216,90,2.72697591781616,0,0.149076726134666,7.21056338886991,3,97.8%,97.8%,39.2%,39.2%
3006963.63640401,422.094643890858,99843.8861187294,100111.969714675,99611.2597780125,0.114496703663502,2042.36477733438,2246.41845876084,90,2.72697591781616,0,0.15252734635024,7.21056247123476,3,97.8%,97.8%,39.2%,39.2%
3006963.69640401,422.154643890914,99843.9306504905,100111.968752162,99611.258114429,0.114496704159768,2042.3646719967,2246.41836207156,90,2.72697591781616,0,0.154686987844158,7.2105618594823,3,97.8%,97.8%,39.2%,39.2%
3006963.73640401,422.194643890951,99843.9603381278,100111.968109149,99611.2569903422,0.114496704068326,2042.36456666482,2246.41826538817,90,2.72697591781616,0,0.157728296300391,7.21056094185836,3,97.8%,97.8%,39.2%,39.2%
3006963.79640401,422.234643890988,99844.004869432,100111.967128055,99611.2553291527,0.114496704150193,2042.36440867176,2246.41812036803,90,2.72697591781616,0,0.159609826921965,7.21056033011222,3,97.8%,97.8%,39.2%,39.2%
3006963.83640401,422.294643891044,99844.0345567998,100111.966525904,99611.2542688336,0.114496704044425,2042.36430342127,2246.41802376625,90,2.72697591781616,0,0.161408318586226,7.21055971836863,3,97.8%,97.8%,39.2%,39.2%
3006963.87640401,422.334643891081,99844.0642441373,100111.965864217,99611.2531803164,0.114496703842394,2042.36414529828,2246.41787861649,90,2.72697591781616,0,0.163915324979897,7.21055880075569,3,97.8%,97.8%,39.2%,39.2%
3006963.93640401,422.394643891137,99844.1087749535,100111.964732871,99611.2514476185,0.114496703710009,2042.36403992283,2246.41778188998,90,2.72697591781616,0,0.16548760453621,7.21055818901546,3,97.8%,97.8%,39.2%,39.2%
3006963.97640401,422.434643891174,99844.1384621863,100111.964154096,99611.2504540441,0.114496703721973,2042.36393474094,2246.41768535711,90,2.72697591781616,0,0.167662590720923,7.21055727140563,3,97.8%,97.8%,39.2%,39.2%
3006964.03640401,422.474643891212,99844.1829929211,100111.963129616,99611.2488258607,0.114496704248874,2042.3637767302,2246.41754032005,90,2.72697591781616,0,0.169027754870854,7.21055665966662,3,97.8%,97.8%,39.2%,39.2%
3006964.07640401,422.534643891267,99844.2126802328,100111.962390572,99611.2478202556,0.114496703666221,2042.36367140741,2246.41744364652,90,2.72697591781616,0,0.170359458645237,7.21055604792465,3,97.8%,97.8%,39.2%,39.2%
3006964.11640401,422.574643891305,99844.242367643,100111.961640481,99611.2467804893,0.114496704771883,2042.36351352328,2246.4172987364,90,2.72697591781616,0,0.172260293766399,7.21055513030764,3,97.8%,97.8%,39.2%,39.2%
3006964.17640401,422.634643891361,99844.2868989743,100111.960615696,99611.2452307891,0.114496703683752,2042.36340809399,2246.41720195658,90,2.72697591781616,0,0.173452960834325,7.21055451856054,3,97.8%,97.8%,39.2%,39.2%
3006964.21640401,422.674643891398,99844.3165867128,100111.959902251,99611.2442313354,0.114496704231141,2042.36330279315,2246.41710530528,90,2.72697591781616,0,0.175190177279518,7.21055360093556,3,97.8%,97.8%,39.2%,39.2%
3006964.27640401,422.714643891435,99844.3611182874,100111.958875213,99611.2426414954,0.11449670383442,2042.36314480195,2246.41696028854,90,2.72697591781616,0,0.176241253401045,7.21055298918514,3,97.8%,97.8%,39.2%,39.2%
3006964.31640401,422.774643891491,99844.3908062339,100111.958084599,99611.2415850004,0.114496703863534,2042.36303939091,2246.41686352726,90,2.72697591781616,0,0.177280620670928,7.21055237743056,3,97.8%,97.8%,39.2%,39.2%
3006964.35640401,422.814643891528,99844.4204943213,100111.957379039,99611.2406139254,0.114496704360318,2042.36288158561,2246.41671869674,90,2.72697591781616,0,0.178775708280909,7.21055145979435,3,97.8%,97.8%,39.2%,39.2%
3006964.41640401,422.874643891584,99844.465026601,100111.956263193,99611.239052661,0.114496703522174,2042.36277607085,2246.41662183195,90,2.72697591781616,0,0.179705159865605,7.21055084803412,3,97.8%,97.8%,39.2%,39.2%
3006964.45640401,422.914643891621,99844.4947150055,100111.955642388,99611.2381381558,0.114496704010166,2042.36267090646,2246.41652531761,90,2.72697591781616,0,0.18104713424178,7.21054993038684,3,97.8%,97.8%,39.2%,39.2%
3006964.51640401,422.954643891659,99844.5392478623,100111.954531971,99611.2365289248,0.114496704115847,2042.36251282356,2246.41638020994,90,2.72697591781616,0,0.181875116923962,7.21054931861974,3,97.8%,97.8%,39.2%,39.2%
3006964.55640401,423.014643891715,99844.5689366563,100111.953735978,99611.2355497661,0.114496703600735,2042.36240746429,2246.41628350093,90,2.72697591781616,0,0.182682550562021,7.21054870684816,3,97.8%,97.8%,39.2%,39.2%
3006964.59640401,423.054643891752,99844.5986256279,100111.953023574,99611.2345673953,0.114496704300257,2042.36224953282,2246.41613854499,90,2.72697591781616,0,0.183884921450513,7.21054778918488,3,97.8%,97.8%,39.2%,39.2%
3006964.65640401,423.114643891808,99844.6431592946,100111.951965305,99611.233067014,0.114496703769847,2042.36214420972,2246.41604187236,90,2.72697591781616,0,0.184615298812176,7.21054717740609,3,97.8%,97.8%,39.2%,39.2%
3006964.69640401,423.154643891845,99844.6728486908,100111.951248903,99611.2321055512,0.114496704089272,2042.36203892503,2246.41594523822,90,2.72697591781616,0,0.185661414669966,7.21054625972925,3,97.8%,97.8%,39.2%,39.2%
3006964.75640401,423.194643891882,99844.7173830135,100111.950119282,99611.2305217467,0.114496703740239,2042.36188083818,2246.41580012736,90,2.72697591781616,0,0.186325116746602,7.21054564794224,3,97.8%,97.8%,39.2%,39.2%
3006964.79640401,423.254643891938,99844.747072803,100111.949356918,99611.2295642901,0.114496704118211,2042.36177551742,2246.41570345734,90,2.72697591781616,0,0.186978852353477,7.21054503615061,3,97.8%,97.8%,39.2%,39.2%
3006964.83640401,423.294643891975,99844.7767627467,100111.948669868,99611.2285657173,0.114496704043323,2042.36161752499,2246.41555844119,90,2.72697591781616,0,0.187889245847984,7.2105441184574,3,97.8%,97.8%,39.2%,39.2%
3006964.89640401,423.354643892031,99844.8212980155,100111.947506477,99611.2270441374,0.114496703790154,2042.36151215417,2246.41546172132,90,2.72697591781616,0,0.188468288586506,7.21054350665667,3,97.8%,97.8%,39.2%,39.2%
3006964.93640401,423.394643892068,99844.850988387,100111.946759231,99611.2260408438,0.114496703649623,2042.36140680525,2246.41536502345,90,2.72697591781616,0,0.189279757576756,7.21054258894896,3,97.8%,97.8%,39.2%,39.2%
3006964.99640401,423.434643892106,99844.8955243836,100111.945688649,99611.2245988306,0.114496704110127,2042.36124887101,2246.41522006591,90,2.72697591781616,0,0.189813593498712,7.21054197713939,3,97.8%,97.8%,39.2%,39.2%
3006965.03640401,423.494643892162,99844.9252152682,100111.944972462,99611.2235829352,0.114496704352119,2042.36114353442,2246.41512338056,90,2.72697591781616,0,0.190306588810401,7.21054136532567,3,97.8%,97.8%,39.2%,39.2%
3006965.07855244,423.534917329904,99844.973884767,100111.944584715,99611.2230844297,0.114496704073992,2042.36090661436,2246.41490612025,90,2.72697591781616,0,0.201464600399945,7.21053997420706,3,97.8%,97.8%,39.2%,39.2%
3006965.15378682,423.605347017292,99845.0342603117,100111.944584715,99611.2230844297,0.114496704073992,2042.36076130803,2246.41477290793,90,2.72697591781616,0,0.210118844025743,7.21053911833184,3,97.8%,97.8%,39.2%,39.2%
3006965.21195088,423.660307954997,99845.0809391483,100111.944584715,99611.2230844297,0.114496704073992,2042.36059801473,2246.41462320572,90,2.72697591781616,0,0.225108644219958,7.21053763581522,3,97.8%,97.8%,39.2%,39.2%
3006965.31120869,423.72167514218,99845.1605967447,100111.944584715,99611.2230844297,0.114496704073992,2042.36031934775,2246.41436773251,90,2.72697591781616,0,0.236440800459405,7.21053651503111,3,97.8%,97.8%,39.2%,39.2%
3006965.38534932,423.825737642124,99845.220095974,100111.944584715,99611.2230844297,0.114496704073992,2042.36011119368,2246.41417690333,90,2.72697591781616,0,0.248837589299711,7.21053528898473,3,97.8%,97.8%,39.2%,39.2%
3006965.46585713,423.903042329941,99845.2847113275,100111.944584715,99611.2230844297,0.114496704073992,2042.35976539639,2246.41385988715,90,2.72697591781616,0,0.269431406549103,7.21053325209588,3,97.8%,97.8%,39.2%,39.2%
3006965.59863057,424.031011079904,99845.3912711218,100111.944584715,99611.2230844297,0.114496704073992,2042.35951237643,2246.41362792632,90,2.72697591781616,0,0.284499571580398,7.21053176173626,3,97.8%,97.8%,39.2%,39.2%
3006965.69515401,424.124331392348,99845.4687385389,100111.944584715,99611.2230844297,0.114496704073992,2042.35924136457,2246.4133794711,90,2.72697591781616,0,0.317424838709968,7.21052850512878,3,97.8%,97.8%,39.2%,39.2%
3006966.00233174,424.273784517311,99845.7152962125,100111.944584715,99611.2230844297,0.114496704073992,2042.35837885658,2246.41258875067,90,2.72697591781616,0,0.352000923050426,7.21052508485702,3,97.8%,97.8%,39.2%,39.2%
3006966.21712666,424.586968110874,99845.8876957115,100111.944584715,99611.2230844297,0.114496704073992,2042.35777571356,2246.41203580797,90,2.72697591781616,0,0.387915945027089,7.21052153238702,3,97.8%,97.8%,39.2%,39.2%
3006966.4399294,424.805766939186,99846.0665561295,100111.944584715,99611.2230844297,0.114496704073992,2042.35682878596,2246.41116769432,90,2.72697591781616,0,0.444298979664168,7.21051595453643,3,97.8%,97.8%,39.2%,39.2%
3006966.78914815,425.148979829624,99846.3468870091,100111.944584715,99611.2230844297,0.114496704073992,2042.35616935495,2246.4105631486,90,2.72697591781616,0,0.48356133383237,7.21051207028818,3,97.8%,97.8%,39.2%,39.2%
3006967.03197041,425.387798189186,99846.5418187854,100111.944584715,99611.2230844297,0.114496704073992,2042.35548740403,2246.40993795733,90,2.72697591781616,0,0.544965355403846,7.21050599538366,3,97.8%,97.8%,39.2%,39.2%
3006967.41121846,425.634624361061,99846.8462913213,100111.944584715,99611.2230844297,0.114496704073992,2042.35442224683,2246.40896145457,90,2.72697591781616,0,0.587575026496921,7.21050177958085,3,97.8%,97.8%,39.2%,39.2%
3006967.67406026,426.019878267311,99847.0573212492,100111.944584715,99611.2230844297,0.114496704073992,2042.35368398413,2246.40828463848,90,2.72697591781616,0,0.631523621498445,7.21049743111235,3,97.8%,97.8%,39.2%,39.2%
3006967.94481221,426.286675142124,99847.2747184943,100111.944584715,99611.2230844297,0.114496704073992,2042.3525347578,2246.40723106384,90,2.72697591781616,0,0.699932492940448,7.21049066184543,3,97.8%,97.8%,39.2%,39.2%
3006968.36595479,426.701811860781,99847.6128957522,100111.944584715,99611.2230844297,0.114496704073992,2042.35174044039,2246.4065028586,90,2.72697591781616,0,0.747212052307134,7.21048598300032,3,97.8%,97.8%,39.2%,39.2%
3006968.65672627,426.988579438999,99847.8463976419,100111.944584715,99611.2230844297,0.114496704073992,2042.35092358655,2246.4057539927,90,2.72697591781616,0,0.820641852060547,7.21047871598092,3,97.8%,97.8%,39.2%,39.2%
3006969.10789815,427.283354829531,99848.2087208978,100111.944584715,99611.2230844297,0.114496704073992,2042.34965604402,2246.40459194962,90,2.72697591781616,0,0.871268689133217,7.21047370551793,3,97.8%,97.8%,39.2%,39.2%
3006969.41868916,427.740532563999,99848.458331681,100111.944584715,99611.2230844297,0.114496704073992,2042.3487828372,2246.40379142114,90,2.72697591781616,0,0.923234429797375,7.21046856208539,3,97.8%,97.8%,39.2%,39.2%
3006969.73748799,428.055327485781,99848.714384385,100111.944584715,99611.2230844297,0.114496704073992,2042.34743075265,2246.40255187271,90,2.72697591781616,0,1.00369348300374,7.21046059807952,3,97.8%,97.8%,39.2%,39.2%
3006970.23070088,428.542534517124,99849.110552208,100111.944584715,99611.2230844297,0.114496704073992,2042.34650117629,2246.4016996665,90,2.72697591781616,0,1.05900647324084,7.21045512257866,3,97.8%,97.8%,39.2%,39.2%
3006970.56951924,428.877348970156,99849.382730749,100111.944584715,99611.2230844297,0.114496704073992,2042.34554904766,2246.4008267851,90,2.72697591781616,0,1.14448638474978,7.21044666045079,3,97.8%,97.8%,39.2%,39.2%
3006971.09276143,429.220171235967,99849.8030621503,100111.944584715,99611.2230844297,0.114496704073992,2042.34407856386,2246.39947869215,90,2.72697591781616,0,1.20314660261936,7.2104408529186,3,97.8%,97.8%,39.2%,39.2%
3006971.45159932,429.749419282656,99850.0913466682,100111.944584715,99611.2230844297,0.114496704073992,2042.34307004401,2246.39855411317,90,2.72697591781616,0,1.26314570770181,7.21043491262349,3,97.8%,97.8%,39.2%,39.2%
3006971.81839619,430.112261079717,99850.3860518391,100111.944584715,99611.2230844297,0.114496704073992,2042.34151523718,2246.3971287157,90,2.72697591781616,0,1.35563843693559,7.21042575438354,3,97.8%,97.8%,39.2%,39.2%
3006972.38353291,430.671391939279,99850.8401405729,100111.944584715,99611.2230844297,0.114496704073992,2042.34045058674,2246.39615267807,90,2.72697591781616,0,1.41896840989864,7.21041948325908,3,97.8%,97.8%,39.2%,39.2%
3006972.77030049,431.054155610967,99851.1509266413,100111.944584715,99611.2230844297,0.114496704073992,2042.33936337077,2246.39515595313,90,2.72697591781616,0,1.51647375209484,7.21040982749353,3,97.8%,97.8%,39.2%,39.2%
3006973.36507588,431.444927095436,99851.628886082,100111.944584715,99611.2230844297,0.114496704073992,2042.33769133068,2246.39362308017,90,2.72697591781616,0,1.58308558298295,7.21040323072055,3,97.8%,97.8%,39.2%,39.2%
3006973.76507588,432.043315767776,99851.9503370047,100111.944584715,99611.2230844297,0.114496704073992,2042.33656677498,2246.39259212348,90,2.72697591781616,0,1.64996676715185,7.21039660706182,3,97.8%,97.8%,39.2%,39.2%
3006974.16507588,432.443315768149,99852.271818004,100111.944584715,99611.2230844297,0.114496704073992,2042.33487983954,2246.39104559513,90,2.72697591781616,0,1.75028841570823,7.21038667056988,3,97.8%,97.8%,39.2%,39.2%
3006974.76507588,433.043315768708,99852.7540641212,100111.944584715,99611.2230844297,0.114496704073992,2042.33375515068,2246.39001451648,90,2.72697591781616,0,1.81716943042863,7.21038004589831,3,97.8%,97.8%,39.2%,39.2%
3006975.16507588,433.44331576908,99853.0755658711,100111.944584715,99611.2230844297,0.114496704073992,2042.3326304118,2246.38898339203,90,2.72697591781616,0,1.91749082508235,7.21037010844991,3,97.8%,97.8%,39.2%,39.2%
3006975.76507588,433.843315769453,99853.5578636082,100111.944584715,99611.2230844297,0.114496704073992,2042.33094321374,2246.38743662318,90,2.72697591781616,0,1.98437167161582,7.21036348330064,3,97.8%,97.8%,39.2%,39.2%
3006976.16507588,434.443315770011,99853.8794086938,100111.944584715,99611.2230844297,0.114496704073992,2042.32981835792,2246.38640539164,90,2.72697591781616,0,2.05125244974946,7.21035685775643,3,97.8%,97.8%,39.2%,39.2%
3006976.56507589,434.843315770384,99854.2009590013,100111.944584715,99611.2230844297,0.114496704073992,2042.32813099314,2246.38485847014,90,2.72697591781616,0,2.15157349063161,7.21034691900341,3,97.8%,97.8%,39.2%,39.2%
3006977.16507589,435.443315770943,99854.6833220817,100111.944584715,99611.2230844297,0.114496704073992,2042.32700603196,2246.38382714214,90,2.72697591781616,0,2.21845410021785,7.2103402928917,3,97.8%,97.8%,39.2%,39.2%
3006977.56507589,435.843315771315,99855.0049087842,100111.944584715,99611.2230844297,0.114496704073992,2042.32588103188,2246.38279577854,90,2.72697591781616,0,2.31877488791727,7.21033035320105,3,97.8%,97.8%,39.2%,39.2%
3006978.16507589,436.243315771688,99855.4873157823,100111.944584715,99611.2230844297,0.114496704073992,2042.32419346289,2246.38124867009,90,2.72697591781616,0,2.38565532767603,7.21032372642919,3,97.8%,97.8%,39.2%,39.2%
3006978.56507589,436.843315772247,99855.8089352107,100111.944584715,99611.2230844297,0.114496704073992,2042.32306837369,2246.3802172249,90,2.72697591781616,0,2.45253570070182,7.21031709940793,3,97.8%,97.8%,39.2%,39.2%
3006978.96507589,437.243315772619,99856.1305562399,100111.944584715,99611.2230844297,0.114496704073992,2042.3213806797,2246.37867000205,90,2.72697591781616,0,2.55285613476269,7.2103071588542,3,97.8%,97.8%,39.2%,39.2%
3006979.56507589,437.843315773178,99856.6129976212,100111.944584715,99611.2230844297,0.114496704073992,2042.32025551295,2246.37763848591,90,2.72697591781616,0,2.61973633903796,7.21030053160959,3,97.8%,97.8%,39.2%,39.2%
3006979.99749776,438.251518898178,99856.960707293,100111.944584715,99611.2230844297,0.114496704073992,2042.31903911499,2246.37652333203,90,2.72697591781616,0,2.73220465515813,7.21028938652424,3,97.8%,97.8%,39.2%,39.2%
3006980.76624776,438.715972023085,99857.578893978,100111.944584715,99611.2230844297,0.114496704073992,2042.31687655687,2246.3745407696,90,2.72697591781616,0,2.8205724818185,7.21028062927969,3,97.8%,97.8%,39.2%,39.2%
3006981.35882589,439.532768898178,99858.0554243284,100111.944584715,99611.2230844297,0.114496704073992,2042.31520952833,2246.3730124926,90,2.72697591781616,0,2.91965142181107,7.21027081038467,3,97.8%,97.8%,39.2%,39.2%
3006982.01546651,440.157378273085,99858.5834884677,100111.944584715,99611.2230844297,0.114496704073992,2042.31237097934,2246.3704102044,90,2.72697591781616,0,3.08835305837084,7.21025409111144,3,97.8%,97.8%,39.2%,39.2%
3006983.11976339,441.21401889855,99859.4715902014,100111.944584715,99611.2230844297,0.114496704073992,2042.31025546678,2246.3684707724,90,2.72697591781616,0,3.21407893101551,7.21024163044344,3,97.8%,97.8%,39.2%,39.2%
3006983.93577901,441.998003273271,99860.127861473,100111.944584715,99611.2230844297,0.114496704073992,2042.3079596788,2246.36636607007,90,2.72697591781616,0,3.42275069758324,7.21022094846929,3,97.8%,97.8%,39.2%,39.2%
3006985.27991964,442.846050148364,99861.2088915553,100111.944584715,99611.2230844297,0.114496704073992,2042.30417799702,2246.36289915007,90,2.72697591781616,0,3.57525374726661,7.21020583378308,3,97.8%,97.8%,39.2%,39.2%
3006986.25609151,444.238237648271,99861.9939643354,100111.944584715,99611.2230844297,0.114496704073992,2042.30143156646,2246.36038131432,90,2.72697591781616,0,3.73846754688931,7.21018965764203,3,97.8%,97.8%,39.2%,39.2%
3006987.29632589,445.246440773364,99862.8305942193,100111.944584715,99611.2230844297,0.114496704073992,2042.29697402766,2246.35629479245,90,2.72697591781616,0,4.00337071499057,7.21016340335974,3,97.8%,97.8%,39.2%,39.2%
3006988.97679464,446.878862648271,99864.1820472968,100111.944584715,99611.2230844297,0.114496704073992,2042.29377713612,2246.35336399021,90,2.72697591781616,0,4.19336101487018,7.21014457327029,3,97.8%,97.8%,39.2%,39.2%
3006990.17718526,448.047222023364,99865.1474038732,100111.944584715,99611.2230844297,0.114496704073992,2042.29040015417,2246.35026808767,90,2.72697591781616,0,4.49842852536841,7.21011434029263,3,97.8%,97.8%,39.2%,39.2%
3006992.09788839,449.279643898364,99866.6918895291,100111.944584715,99611.2230844297,0.114496704073992,2042.2849971857,2246.34531483049,90,2.72697591781616,0,4.71519475639619,7.21009285972794,3,97.8%,97.8%,39.2%,39.2%
